Date,Region,Category,Sales,Inventory,Promo_Flag,Holiday_Flag,Year,Month,Day,DayOfWeek,Quarter,IsLocalHoliday,Sales_Lag_1,Sales_Lag_7,Sales_Lag_30,Sales_Rolling_Mean_7,Sales_Rolling_Mean_30,Sales_Rolling_Std_7
2024-12-21,West,Electronics,432,432,0,1,2024,12,21,5,4,0,100.0,232.0,86.0,201.14285714285714,178.86666666666667,115.89712186738251
2024-12-22,West,Electronics,413,556,0,1,2024,12,22,6,4,0,432.0,244.0,102.0,225.28571428571428,189.23333333333332,141.16150831076968
2024-12-23,West,Electronics,197,204,0,1,2024,12,23,0,4,0,413.0,165.0,145.0,229.85714285714286,190.96666666666667,139.39085165034896
2024-12-24,West,Electronics,217,260,0,1,2024,12,24,1,4,0,197.0,96.0,411.0,247.14285714285714,184.5,126.97431311283503
2024-12-25,West,Electronics,253,262,0,1,2024,12,25,2,4,0,217.0,220.0,90.0,251.85714285714286,189.93333333333334,126.40995289326025
2024-12-26,West,Electronics,231,149,1,1,2024,12,26,3,4,0,253.0,151.0,215.0,263.2857142857143,190.46666666666667,119.18153420407955
2024-12-27,West,Electronics,448,298,0,1,2024,12,27,4,4,0,231.0,100.0,127.0,313.0,201.16666666666666,112.08776323340022
2024-12-28,West,Electronics,262,348,0,1,2024,12,28,5,4,0,448.0,432.0,231.0,288.7142857142857,202.2,99.74419663271075
2024-12-29,West,Electronics,176,233,0,1,2024,12,29,6,4,0,262.0,413.0,108.0,254.85714285714286,204.46666666666667,90.30213834941165
2024-12-30,West,Electronics,203,116,0,1,2024,12,30,0,4,0,176.0,197.0,161.0,255.71428571428572,205.86666666666667,89.68781835848642
2023-01-01,West,Furniture,141,95,0,0,2023,1,1,6,1,0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02,West,Furniture,73,52,0,0,2023,1,2,0,1,0,141.0,0.0,0.0,0.0,0.0,0.0
2023-01-03,West,Furniture,132,189,0,0,2023,1,3,1,1,0,73.0,0.0,0.0,0.0,0.0,0.0
2023-01-04,West,Furniture,116,68,0,0,2023,1,4,2,1,0,132.0,0.0,0.0,0.0,0.0,0.0
2023-01-05,West,Furniture,122,132,0,0,2023,1,5,3,1,0,116.0,0.0,0.0,0.0,0.0,0.0
2023-01-06,West,Furniture,292,330,1,0,2023,1,6,4,1,0,122.0,0.0,0.0,0.0,0.0,0.0
2023-01-07,West,Furniture,212,246,0,0,2023,1,7,5,1,0,292.0,0.0,0.0,155.42857142857142,0.0,73.11602000213347
2023-01-08,West,Furniture,200,197,0,0,2023,1,8,6,1,0,212.0,141.0,0.0,163.85714285714286,0.0,74.5618950300768
2023-01-09,West,Furniture,120,80,0,0,2023,1,9,0,1,0,200.0,73.0,0.0,170.57142857142858,0.0,66.72045449200004
2023-01-10,West,Furniture,140,116,0,0,2023,1,10,1,1,0,120.0,132.0,0.0,171.71428571428572,0.0,66.0144284373103
2023-01-11,West,Furniture,61,48,0,0,2023,1,11,2,1,0,140.0,116.0,0.0,163.85714285714286,0.0,76.23303870682443
2023-01-12,West,Furniture,204,242,0,0,2023,1,12,3,1,0,61.0,122.0,0.0,175.57142857142858,0.0,75.01967995767765
2023-01-13,West,Furniture,137,93,0,0,2023,1,13,4,1,0,204.0,292.0,0.0,153.42857142857142,0.0,55.17806672600126
2023-01-14,West,Furniture,141,96,0,0,2023,1,14,5,1,0,137.0,212.0,0.0,143.28571428571428,0.0,48.7706000431759
2023-01-15,West,Furniture,244,187,0,0,2023,1,15,6,1,0,141.0,200.0,0.0,149.57142857142858,0.0,59.05042236049105
2023-01-16,West,Furniture,202,273,0,0,2023,1,16,0,1,0,244.0,120.0,0.0,161.28571428571428,0.0,60.32609796131436
2023-01-17,West,Furniture,214,295,0,0,2023,1,17,1,1,0,202.0,140.0,0.0,171.85714285714286,0.0,62.421760552520404
2023-01-18,West,Furniture,201,114,0,0,2023,1,18,2,1,0,214.0,61.0,0.0,191.85714285714286,0.0,39.02746285813186
2023-01-19,West,Furniture,158,203,0,0,2023,1,19,3,1,0,201.0,204.0,0.0,185.28571428571428,0.0,40.48750542127903
2023-01-20,West,Furniture,83,95,0,0,2023,1,20,4,1,0,158.0,137.0,0.0,177.57142857142858,0.0,54.0828288919171
2023-01-21,West,Furniture,225,264,0,0,2023,1,21,5,1,0,83.0,141.0,0.0,189.57142857142858,0.0,53.934704791556854
2023-01-22,West,Furniture,80,65,0,0,2023,1,22,6,1,0,225.0,244.0,0.0,166.14285714285714,0.0,61.447616095415164
2023-01-23,West,Furniture,183,165,0,0,2023,1,23,0,1,0,80.0,202.0,0.0,163.42857142857142,0.0,60.00238090514171
2023-01-24,West,Furniture,255,186,1,0,2023,1,24,1,1,0,183.0,214.0,0.0,169.28571428571428,0.0,67.31694755833355
2023-01-25,West,Furniture,137,121,1,0,2023,1,25,2,1,0,255.0,201.0,0.0,160.14285714285714,0.0,66.63439695189608
2023-01-26,West,Furniture,103,101,0,0,2023,1,26,3,1,0,137.0,158.0,0.0,152.28571428571428,0.0,70.08260432212424
2023-01-27,West,Furniture,175,226,0,0,2023,1,27,4,1,0,103.0,83.0,0.0,165.42857142857142,0.0,63.21354586599601
2023-01-28,West,Furniture,171,131,0,0,2023,1,28,5,1,0,175.0,225.0,0.0,157.71428571428572,0.0,57.794792976859895
2023-01-29,West,Furniture,95,111,0,0,2023,1,29,6,1,0,171.0,80.0,0.0,159.85714285714286,0.0,54.62425764996283
2023-01-30,West,Furniture,108,157,0,0,2023,1,30,0,1,0,95.0,183.0,0.0,149.14285714285714,157.5,56.646354903113775
2023-01-31,West,Furniture,110,52,1,0,2023,1,31,1,1,0,108.0,255.0,141.0,128.42857142857142,156.46666666666667,33.10517151371333
2023-02-01,West,Furniture,218,243,0,0,2023,2,1,2,1,0,110.0,137.0,73.0,140.0,161.3,47.588514020366965
2023-02-02,West,Furniture,177,263,0,0,2023,2,2,3,1,0,218.0,103.0,132.0,150.57142857142858,162.8,46.19833021101208
2023-02-03,West,Furniture,148,130,0,0,2023,2,3,4,1,0,177.0,175.0,116.0,146.71428571428572,163.86666666666667,44.92851464906697
2023-02-04,West,Furniture,199,288,0,0,2023,2,4,5,1,0,148.0,171.0,122.0,150.71428571428572,166.43333333333334,48.55139642933139
2023-02-05,West,Furniture,295,338,1,0,2023,2,5,6,1,0,199.0,95.0,292.0,179.28571428571428,166.53333333333333,66.00937884299545
2023-02-06,West,Furniture,216,268,0,0,2023,2,6,0,1,0,295.0,108.0,212.0,194.71428571428572,166.66666666666666,58.798283097707
2023-02-07,West,Furniture,173,201,0,0,2023,2,7,1,1,0,216.0,110.0,200.0,203.71428571428572,165.76666666666668,47.38394343275047
2023-02-08,West,Furniture,85,73,0,0,2023,2,8,2,1,0,173.0,218.0,120.0,184.71428571428572,164.6,64.33432024903009
2023-02-09,West,Furniture,219,261,0,0,2023,2,9,3,1,0,85.0,177.0,140.0,190.71428571428572,167.23333333333332,65.44390546036172
2023-02-10,West,Furniture,218,141,0,0,2023,2,10,4,1,0,219.0,148.0,61.0,200.71428571428572,172.46666666666667,63.136662053343436
2023-02-11,West,Furniture,235,306,0,0,2023,2,11,5,1,0,218.0,199.0,204.0,205.85714285714286,173.5,64.42677645055296
2023-02-12,West,Furniture,91,66,0,0,2023,2,12,6,1,0,235.0,295.0,137.0,176.71428571428572,171.96666666666667,63.515652364107034
2023-02-13,West,Furniture,218,213,0,0,2023,2,13,0,1,0,91.0,216.0,141.0,177.0,174.53333333333333,63.72597586541927
2023-02-14,West,Furniture,253,133,0,0,2023,2,14,1,1,0,218.0,173.0,244.0,188.42857142857142,174.83333333333334,69.77549030726368
2023-02-15,West,Furniture,219,156,0,0,2023,2,15,2,1,0,253.0,85.0,202.0,207.57142857142858,175.4,53.046700000588004
2023-02-16,West,Furniture,142,185,0,0,2023,2,16,3,1,0,219.0,219.0,214.0,196.57142857142858,173.0,58.031190299864164
2023-02-17,West,Furniture,207,222,0,0,2023,2,17,4,1,0,142.0,218.0,201.0,195.0,173.2,57.50072463311514
2023-02-18,West,Furniture,171,209,1,0,2023,2,18,5,1,0,207.0,235.0,158.0,185.85714285714286,173.63333333333333,55.11935102251166
2023-02-19,West,Furniture,109,150,0,0,2023,2,19,6,1,0,171.0,91.0,83.0,188.42857142857142,174.5,50.15262420138865
2023-02-20,West,Furniture,56,78,0,0,2023,2,20,0,1,0,109.0,218.0,225.0,165.28571428571428,168.86666666666667,68.31962696452187
2023-02-21,West,Furniture,68,87,0,0,2023,2,21,1,1,0,56.0,253.0,80.0,138.85714285714286,168.46666666666667,64.40348999712296
2023-02-22,West,Furniture,135,139,0,0,2023,2,22,2,1,0,68.0,219.0,183.0,126.85714285714286,166.86666666666667,53.96118534474123
2023-02-23,West,Furniture,121,159,0,0,2023,2,23,3,1,0,135.0,142.0,255.0,123.85714285714286,162.4,53.56126887788895
2023-02-24,West,Furniture,222,311,1,0,2023,2,24,4,1,0,121.0,207.0,137.0,126.0,165.23333333333332,57.59050847723658
2023-02-25,West,Furniture,167,91,0,0,2023,2,25,5,1,0,222.0,171.0,103.0,125.42857142857143,167.36666666666667,57.08723483365061
2023-02-26,West,Furniture,142,78,0,0,2023,2,26,6,1,0,167.0,109.0,175.0,130.14285714285714,166.26666666666668,56.866594093628606
2023-02-27,West,Furniture,122,86,0,0,2023,2,27,0,1,0,142.0,56.0,171.0,139.57142857142858,164.63333333333333,47.16940089668697
2023-02-28,West,Furniture,113,66,0,0,2023,2,28,1,1,0,122.0,68.0,95.0,146.0,165.23333333333332,37.95611501018855
2023-03-01,West,Furniture,194,124,0,0,2023,3,1,2,1,0,113.0,135.0,108.0,154.42857142857142,168.1,41.49239746771742
2023-03-02,West,Furniture,193,197,0,0,2023,3,2,3,1,0,194.0,121.0,110.0,164.71428571428572,170.86666666666667,40.74192879460616
2023-03-03,West,Furniture,71,54,0,0,2023,3,3,4,1,0,193.0,222.0,218.0,143.14285714285714,165.96666666666667,45.097777371058065
2023-03-04,West,Furniture,147,177,0,0,2023,3,4,5,1,0,71.0,167.0,177.0,140.28571428571428,164.96666666666667,43.95343856747449
2023-03-05,West,Furniture,177,205,0,0,2023,3,5,6,1,0,147.0,142.0,148.0,145.28571428571428,165.93333333333334,46.118377702438266
2023-03-06,West,Furniture,173,96,0,0,2023,3,6,0,1,0,177.0,122.0,199.0,152.57142857142858,165.06666666666666,45.85432419760477
2023-03-07,West,Furniture,172,191,0,0,2023,3,7,1,1,0,173.0,113.0,295.0,161.0,160.96666666666667,42.68098718008597
2023-03-08,West,Furniture,215,314,0,0,2023,3,8,2,1,0,172.0,194.0,216.0,164.0,160.93333333333334,45.99637666889278
2023-03-09,West,Furniture,176,126,0,0,2023,3,9,3,1,0,215.0,193.0,173.0,161.57142857142858,161.03333333333333,44.63876171690971
2023-03-10,West,Furniture,102,67,0,0,2023,3,10,4,1,0,176.0,71.0,85.0,166.0,161.6,34.55430508634195
2023-03-11,West,Furniture,125,133,0,0,2023,3,11,5,1,0,102.0,147.0,219.0,162.85714285714286,158.46666666666667,37.44964873635248
2023-03-12,West,Furniture,118,128,0,0,2023,3,12,6,1,0,125.0,177.0,218.0,154.42857142857142,155.13333333333333,40.26933135301656
2023-03-13,West,Furniture,125,114,0,0,2023,3,13,0,1,0,118.0,173.0,235.0,147.57142857142858,151.46666666666667,40.66471501952327
2023-03-14,West,Furniture,357,271,1,0,2023,3,14,1,1,0,125.0,172.0,91.0,174.0,160.33333333333334,89.71807695962576
2023-03-15,West,Furniture,154,189,0,0,2023,3,15,2,1,0,357.0,215.0,218.0,165.28571428571428,158.2,88.01839634552593
2023-03-16,West,Furniture,125,93,1,0,2023,3,16,3,1,0,154.0,176.0,253.0,158.0,153.93333333333334,89.08797150382684
2023-03-17,West,Furniture,159,185,0,0,2023,3,17,4,1,0,125.0,102.0,219.0,166.14285714285714,151.93333333333334,85.65517803267659
2023-03-18,West,Furniture,83,50,0,0,2023,3,18,5,1,0,159.0,125.0,142.0,160.14285714285714,149.96666666666667,90.35933556533891
2023-03-19,West,Furniture,171,218,1,0,2023,3,19,6,1,0,83.0,118.0,207.0,167.71428571428572,148.76666666666668,88.43964850999481
2023-03-20,West,Furniture,89,111,0,0,2023,3,20,0,1,0,171.0,125.0,171.0,162.57142857142858,146.03333333333333,92.29997678377667
2023-03-21,West,Furniture,209,319,0,0,2023,3,21,1,1,0,89.0,357.0,109.0,141.42857142857142,149.36666666666667,45.34996193624688
2023-03-22,West,Furniture,117,117,0,0,2023,3,22,2,1,0,209.0,154.0,56.0,136.14285714285714,151.4,45.794572354623526
2023-03-23,West,Furniture,126,146,0,0,2023,3,23,3,1,0,117.0,125.0,68.0,136.28571428571428,153.33333333333334,45.75556172282688
2023-03-24,West,Furniture,148,155,1,0,2023,3,24,4,1,0,126.0,159.0,135.0,134.71428571428572,153.76666666666668,45.028562364030904
2023-03-25,West,Furniture,292,249,0,0,2023,3,25,5,1,0,148.0,83.0,121.0,164.57142857142858,159.46666666666667,68.30045666723156
2023-03-26,West,Furniture,108,170,0,0,2023,3,26,6,1,0,292.0,171.0,222.0,155.57142857142858,155.66666666666666,71.39294349550504
2023-03-27,West,Furniture,138,188,0,0,2023,3,27,0,1,0,108.0,89.0,167.0,162.57142857142858,154.7,65.97438175245783
2023-03-28,West,Furniture,179,108,0,0,2023,3,28,1,1,0,138.0,209.0,142.0,158.28571428571428,155.93333333333334,63.379056177137535
2023-03-29,West,Furniture,52,51,0,0,2023,3,29,2,1,0,179.0,117.0,122.0,149.0,153.6,74.26304599193325
2023-03-30,West,Furniture,253,143,0,0,2023,3,30,3,1,0,52.0,126.0,113.0,167.14285714285714,158.26666666666668,82.73739293980796
2023-03-31,West,Furniture,186,229,0,0,2023,3,31,4,1,0,253.0,148.0,194.0,172.57142857142858,158.0,82.51839621736299
2023-04-01,West,Furniture,100,120,0,0,2023,4,1,5,2,0,186.0,292.0,193.0,145.14285714285714,154.9,66.57434083145586
2023-04-02,West,Furniture,269,223,0,0,2023,4,2,6,2,0,100.0,108.0,71.0,168.14285714285714,161.5,78.36969773968454
2023-04-03,West,Furniture,130,141,0,0,2023,4,3,0,2,0,269.0,138.0,147.0,167.0,160.93333333333334,78.93879485609928
2023-04-04,West,Furniture,181,176,0,0,2023,4,4,1,2,0,130.0,179.0,177.0,167.28571428571428,161.06666666666666,78.99306780917397
2023-04-05,West,Furniture,123,115,0,0,2023,4,5,2,2,0,181.0,52.0,173.0,177.42857142857142,159.4,65.05089582487732
2023-04-06,West,Furniture,104,130,0,0,2023,4,6,3,2,0,123.0,253.0,172.0,156.14285714285714,157.13333333333333,60.41365345523739
2023-04-07,West,Furniture,86,130,0,0,2023,4,7,4,2,0,104.0,186.0,215.0,141.85714285714286,152.83333333333334,63.89947462337112
2023-04-08,West,Furniture,76,69,0,0,2023,4,8,5,2,0,86.0,100.0,176.0,138.42857142857142,149.5,67.08416887974172
2023-04-09,West,Furniture,220,290,0,0,2023,4,9,6,2,0,76.0,269.0,102.0,131.42857142857142,153.43333333333334,52.063605787719325
2023-04-10,West,Furniture,245,166,0,0,2023,4,10,0,2,0,220.0,130.0,125.0,147.85714285714286,157.43333333333334,67.41767466431077
2023-04-11,West,Furniture,177,178,0,0,2023,4,11,1,2,0,245.0,181.0,118.0,147.28571428571428,159.4,67.10617032164842
2023-04-12,West,Furniture,203,159,0,0,2023,4,12,2,2,0,177.0,123.0,125.0,158.71428571428572,162.0,69.06449711613597
2023-04-13,West,Furniture,232,311,0,0,2023,4,13,3,2,0,203.0,104.0,357.0,177.0,157.83333333333334,69.10861017268391
2023-04-14,West,Furniture,60,50,0,0,2023,4,14,4,2,0,232.0,86.0,154.0,173.28571428571428,154.7,75.24119945374399
2023-04-15,West,Furniture,85,97,0,0,2023,4,15,5,2,0,60.0,76.0,125.0,174.57142857142858,153.36666666666667,73.35497516155515
2023-04-16,West,Furniture,290,145,0,0,2023,4,16,6,2,0,85.0,220.0,159.0,184.57142857142858,157.73333333333332,84.50415599810681
2023-04-17,West,Furniture,116,103,0,0,2023,4,17,0,2,0,290.0,245.0,83.0,166.14285714285714,158.83333333333334,83.185392490566
2023-04-18,West,Furniture,87,78,0,0,2023,4,18,1,2,0,116.0,177.0,171.0,153.28571428571428,156.03333333333333,88.04111593589717
2023-04-19,West,Furniture,123,117,0,0,2023,4,19,2,2,0,87.0,203.0,89.0,141.85714285714286,157.16666666666666,85.67268831902915
2023-04-20,West,Furniture,219,279,0,0,2023,4,20,3,2,0,123.0,232.0,209.0,140.0,157.5,83.50648677398256
2023-04-21,West,Furniture,120,153,0,0,2023,4,21,4,2,0,219.0,60.0,117.0,148.57142857142858,157.6,76.73082201839777
2023-04-22,West,Furniture,184,210,0,0,2023,4,22,5,2,0,120.0,85.0,126.0,162.71428571428572,159.53333333333333,72.0409936210263
2023-04-23,West,Furniture,298,172,1,0,2023,4,23,6,2,0,184.0,290.0,148.0,163.85714285714286,164.53333333333333,74.42093919372545
2023-04-24,West,Furniture,93,90,0,0,2023,4,24,0,2,0,298.0,116.0,292.0,160.57142857142858,157.9,77.33661733585437
2023-04-25,West,Furniture,257,191,0,0,2023,4,25,1,2,0,93.0,87.0,108.0,184.85714285714286,162.86666666666667,77.07448469160323
2023-04-26,West,Furniture,187,192,0,0,2023,4,26,2,2,0,257.0,123.0,138.0,194.0,164.5,72.15261603018972
2023-04-27,West,Furniture,43,38,0,0,2023,4,27,3,2,0,187.0,219.0,179.0,168.85714285714286,159.96666666666667,90.35749105899401
2023-04-28,West,Furniture,143,185,0,0,2023,4,28,4,2,0,43.0,120.0,52.0,172.14285714285714,163.0,88.68751992516299
2023-04-29,West,Furniture,116,92,0,0,2023,4,29,5,2,0,143.0,184.0,253.0,162.42857142857142,158.43333333333334,90.86960830930056
2023-04-30,West,Furniture,156,126,0,0,2023,4,30,6,2,0,116.0,298.0,186.0,142.14285714285714,157.43333333333334,68.70814743397989
2023-05-01,West,Furniture,235,117,0,0,2023,5,1,0,2,0,156.0,93.0,100.0,162.42857142857142,161.93333333333334,72.63116214329568
2023-05-02,West,Furniture,309,320,1,0,2023,5,2,1,2,0,235.0,257.0,269.0,169.85714285714286,163.26666666666668,85.44477470161365
2023-05-03,West,Furniture,127,100,0,0,2023,5,3,2,2,0,309.0,187.0,130.0,161.28571428571428,163.16666666666666,86.44210834563262
2023-05-04,West,Furniture,346,417,1,0,2023,5,4,3,2,0,127.0,43.0,181.0,204.57142857142858,168.66666666666666,92.95672316165395
2023-05-05,West,Furniture,199,241,0,0,2023,5,5,4,2,0,346.0,143.0,123.0,212.57142857142858,171.2,89.10453999443035
2023-05-06,West,Furniture,183,191,0,0,2023,5,6,5,2,0,199.0,116.0,104.0,222.14285714285714,173.83333333333334,80.15075082083042
2023-05-07,West,Furniture,182,229,0,0,2023,5,7,6,2,0,183.0,156.0,86.0,225.85714285714286,177.03333333333333,77.11988194023758
2023-05-08,West,Furniture,151,141,0,0,2023,5,8,0,2,0,182.0,235.0,76.0,213.85714285714286,179.53333333333333,81.8503279802603
2023-05-09,West,Furniture,159,234,0,0,2023,5,9,1,2,0,151.0,309.0,220.0,192.42857142857142,177.5,71.80960275352481
2023-05-10,West,Furniture,100,49,0,0,2023,5,10,2,2,0,159.0,127.0,245.0,188.57142857142858,172.66666666666666,76.48280229972643
2023-05-11,West,Furniture,110,176,0,0,2023,5,11,3,2,0,100.0,346.0,177.0,154.85714285714286,170.43333333333334,37.70688960666888
2023-05-12,West,Furniture,70,64,0,0,2023,5,12,4,2,0,110.0,199.0,203.0,136.42857142857142,166.0,43.59991262551302
2023-05-13,West,Furniture,285,335,0,0,2023,5,13,5,2,0,70.0,183.0,232.0,151.0,167.76666666666668,70.50295502081211
2023-05-14,West,Furniture,212,141,0,0,2023,5,14,6,2,0,285.0,182.0,60.0,155.28571428571428,172.83333333333334,73.54752269953138
2023-05-15,West,Furniture,119,120,1,0,2023,5,15,0,2,0,212.0,151.0,85.0,150.71428571428572,173.96666666666667,74.84141965007134
2023-05-16,West,Furniture,170,137,0,0,2023,5,16,1,2,0,119.0,159.0,290.0,152.28571428571428,169.96666666666667,75.15919612332712
2023-05-17,West,Furniture,167,148,0,0,2023,5,17,2,2,0,170.0,100.0,116.0,161.85714285714286,171.66666666666666,71.57147609541234
2023-05-18,West,Furniture,102,72,0,0,2023,5,18,3,2,0,167.0,110.0,87.0,160.71428571428572,172.16666666666666,72.59410969152216
2023-05-19,West,Furniture,140,137,0,0,2023,5,19,4,2,0,102.0,70.0,123.0,170.71428571428572,172.73333333333332,62.07445606075082
2023-05-20,West,Furniture,277,261,1,0,2023,5,20,5,2,0,140.0,285.0,219.0,169.57142857142858,174.66666666666666,59.645779797224854
2023-05-21,West,Furniture,176,188,0,0,2023,5,21,6,2,0,277.0,212.0,120.0,164.42857142857142,176.53333333333333,56.8649193054825
2023-05-22,West,Furniture,84,119,0,0,2023,5,22,0,2,0,176.0,119.0,184.0,159.42857142857142,173.2,62.75841814146559
2023-05-23,West,Furniture,115,103,0,0,2023,5,23,1,2,0,84.0,170.0,298.0,151.57142857142858,167.1,64.6293461281512
2023-05-24,West,Furniture,302,354,1,0,2023,5,24,2,2,0,115.0,167.0,93.0,170.85714285714286,174.06666666666666,86.45698076968402
2023-05-25,West,Furniture,186,239,0,0,2023,5,25,3,2,0,302.0,102.0,257.0,182.85714285714286,171.7,80.96177816605507
2023-05-26,West,Furniture,113,110,0,0,2023,5,26,4,2,0,186.0,140.0,187.0,179.0,169.23333333333332,83.93251257210554
2023-05-27,West,Furniture,178,165,0,0,2023,5,27,5,2,0,113.0,277.0,43.0,164.85714285714286,173.73333333333332,72.18593716098388
2023-05-28,West,Furniture,276,390,0,0,2023,5,28,6,2,0,178.0,176.0,143.0,179.14285714285714,178.16666666666666,83.73057699436636
2023-05-29,West,Furniture,354,363,1,0,2023,5,29,0,2,0,276.0,84.0,116.0,217.71428571428572,186.1,94.13946088244865
2023-05-30,West,Furniture,155,86,0,0,2023,5,30,1,2,0,354.0,115.0,156.0,223.42857142857142,186.06666666666666,87.8708467825689
2023-05-31,West,Furniture,176,155,0,0,2023,5,31,2,2,0,155.0,302.0,235.0,205.42857142857142,184.1,81.78805361595116
2023-06-01,West,Furniture,90,149,0,0,2023,6,1,3,2,0,176.0,186.0,309.0,191.71428571428572,176.8,92.88472117938136
2023-06-02,West,Furniture,134,137,0,0,2023,6,2,4,2,0,90.0,113.0,127.0,194.71428571428572,177.03333333333333,90.21957342268593
2023-06-03,West,Furniture,225,191,0,0,2023,6,3,5,2,0,134.0,178.0,346.0,201.42857142857142,173.0,90.51677034829348
2023-06-04,West,Furniture,65,43,0,0,2023,6,4,6,2,0,225.0,276.0,199.0,171.28571428571428,168.53333333333333,96.48093816174995
2023-06-05,West,Furniture,70,29,0,0,2023,6,5,0,2,0,65.0,354.0,183.0,130.71428571428572,164.76666666666668,59.44665475789833
2023-06-06,West,Furniture,192,138,0,0,2023,6,6,1,2,0,70.0,155.0,182.0,136.0,165.1,63.47440429023335
2023-06-07,West,Furniture,91,58,0,0,2023,6,7,2,2,0,192.0,176.0,151.0,123.85714285714286,163.1,62.672238860675144
2023-06-08,West,Furniture,160,172,0,0,2023,6,8,3,2,0,91.0,90.0,159.0,133.85714285714286,163.13333333333333,61.95005668931642
2023-06-09,West,Furniture,197,282,0,0,2023,6,9,4,2,0,160.0,134.0,100.0,142.85714285714286,166.36666666666667,66.39133621045382
2023-06-10,West,Furniture,241,147,0,0,2023,6,10,5,2,0,197.0,225.0,110.0,145.14285714285714,170.73333333333332,69.87471782036893
2023-06-11,West,Furniture,200,242,0,0,2023,6,11,6,2,0,241.0,65.0,70.0,164.42857142857142,175.06666666666666,62.28658802357887
2023-06-12,West,Furniture,70,85,0,0,2023,6,12,0,2,0,200.0,70.0,285.0,164.42857142857142,167.9,62.28658802357887
2023-06-13,West,Furniture,91,61,0,0,2023,6,13,1,2,0,70.0,192.0,212.0,150.0,163.86666666666667,66.39779112791824
2023-06-14,West,Furniture,97,83,0,0,2023,6,14,2,2,0,91.0,91.0,119.0,150.85714285714286,163.13333333333333,65.54242537326121
2023-06-15,West,Furniture,148,208,0,0,2023,6,15,3,2,0,97.0,160.0,170.0,149.14285714285714,162.4,65.42025316222428
2023-06-16,West,Furniture,64,45,0,0,2023,6,16,4,2,0,148.0,197.0,167.0,130.14285714285714,158.96666666666667,68.44810338601684
2023-06-17,West,Furniture,153,134,0,0,2023,6,17,5,2,0,64.0,241.0,102.0,117.57142857142857,160.66666666666666,50.39463312317137
2023-06-18,West,Furniture,149,82,0,0,2023,6,18,6,2,0,153.0,200.0,140.0,110.28571428571429,160.96666666666667,38.85749299562126
2023-06-19,West,Furniture,111,61,0,0,2023,6,19,0,2,0,149.0,70.0,277.0,116.14285714285714,155.43333333333334,34.633454786899094
2023-06-20,West,Furniture,85,96,0,0,2023,6,20,1,2,0,111.0,91.0,176.0,115.28571428571429,152.4,35.42463495796047
2023-06-21,West,Furniture,115,127,0,0,2023,6,21,2,2,0,85.0,97.0,84.0,117.85714285714286,153.43333333333334,34.51776630195215
2023-06-22,West,Furniture,196,211,0,0,2023,6,22,3,2,0,115.0,148.0,115.0,124.71428571428571,156.13333333333333,44.753823991975864
2023-06-23,West,Furniture,312,218,1,0,2023,6,23,4,2,0,196.0,64.0,302.0,160.14285714285714,156.46666666666667,75.96145639166515
2023-06-24,West,Furniture,187,270,0,0,2023,6,24,5,2,0,312.0,153.0,186.0,165.0,156.5,76.5136153461155
2023-06-25,West,Furniture,77,47,0,0,2023,6,25,6,2,0,187.0,149.0,113.0,154.71428571428572,155.3,83.539839369637
2023-06-26,West,Furniture,67,31,0,0,2023,6,26,0,2,0,77.0,111.0,178.0,148.42857142857142,151.6,88.8629227947125
2023-06-27,West,Furniture,191,137,0,0,2023,6,27,1,2,0,67.0,85.0,276.0,163.57142857142858,148.76666666666668,85.20926620749081
2023-06-28,West,Furniture,140,128,0,0,2023,6,28,2,2,0,191.0,115.0,354.0,167.14285714285714,141.63333333333333,83.33752370416849
2023-06-29,West,Furniture,170,112,0,0,2023,6,29,3,2,0,140.0,196.0,155.0,163.42857142857142,142.13333333333333,82.41127985669823
2023-06-30,West,Furniture,185,231,0,0,2023,6,30,4,2,0,170.0,312.0,176.0,145.28571428571428,142.43333333333334,52.973937886833426
2023-07-01,West,Furniture,78,106,0,0,2023,7,1,5,3,0,185.0,187.0,90.0,129.71428571428572,142.03333333333333,54.66173032300345
2023-07-02,West,Furniture,210,226,0,0,2023,7,2,6,3,0,78.0,77.0,134.0,148.71428571428572,144.56666666666666,56.37290804903319
2023-07-03,West,Furniture,169,113,0,0,2023,7,3,0,3,0,210.0,67.0,225.0,163.28571428571428,142.7,43.42700498428079
2023-07-04,West,Furniture,111,118,0,0,2023,7,4,1,3,0,169.0,191.0,65.0,151.85714285714286,144.23333333333332,45.399811201621155
2023-07-05,West,Furniture,157,150,0,0,2023,7,5,2,3,0,111.0,140.0,70.0,154.28571428571428,147.13333333333333,45.11361319200761
2023-07-06,West,Furniture,116,105,0,0,2023,7,6,3,3,0,157.0,170.0,192.0,146.57142857142858,144.6,46.57201285055617
2023-07-07,West,Furniture,143,155,0,0,2023,7,7,4,3,0,116.0,185.0,91.0,140.57142857142858,146.33333333333334,43.39299921591466
2023-07-08,West,Furniture,189,211,0,0,2023,7,8,5,3,0,143.0,78.0,160.0,156.42857142857142,147.3,36.44108095202954
2023-07-09,West,Furniture,89,84,0,0,2023,7,9,6,3,0,189.0,210.0,197.0,139.14285714285714,143.7,35.47970580218377
2023-07-10,West,Furniture,80,97,0,0,2023,7,10,0,3,0,89.0,169.0,241.0,126.42857142857143,138.33333333333334,38.789419274062816
